candidate_id,tsa_id,tsa_section,tsa_text,target_corpus,target_id,target_text,rank,cosine_similarity,tentative_alignment_type
CAND-00316,TSA-106,T3,Ensure all persons requiring access receive cybersecurity awareness training,CSF2.0,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,1,0.1453,Related
CAND-00317,TSA-106,T3,Ensure all persons requiring access receive cybersecurity awareness training,CSF2.0,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,2,0.1335,Related
CAND-00318,TSA-106,T3,Ensure all persons requiring access receive cybersecurity awareness training,CSF2.0,GV.OV-02,The cybersecurity risk management strategy is reviewed and adjusted to ensure coverage of organizational requirements and risks,3,0.0518,No Match
CAND-00319,TSA-107,T3,Provide role-based security training on recognizing indicators of system compromise,CSF2.0,PR.AA-02,Identities are proofed and bound to credentials based on the context of interactions,1,0.0463,No Match
CAND-00320,TSA-107,T3,Provide role-based security training on recognizing indicators of system compromise,CSF2.0,ID.AM-05,"Assets are prioritized based on classification, criticality, resources, and impact on the mission",2,0.0461,No Match
CAND-00321,TSA-107,T3,Provide role-based security training on recognizing indicators of system compromise,CSF2.0,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",3,0.0399,No Match
CAND-00322,TSA-108,T3,Establish and execute cyber-threat awareness program including practical exercises,CSF2.0,DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,1,0.144,Related
CAND-00323,TSA-108,T3,Establish and execute cyber-threat awareness program including practical exercises,CSF2.0,ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,2,0.1324,Related
CAND-00324,TSA-108,T3,Establish and execute cyber-threat awareness program including practical exercises,CSF2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",3,0.0894,Related
CAND-00325,TSA-109,T3,Establish and implement policies and procedures for data protection measures,CSF2.0,ID.AM-07,Inventories of data and corresponding metadata for designated data types are maintained,1,0.0893,Related
CAND-00326,TSA-109,T3,Establish and implement policies and procedures for data protection measures,CSF2.0,PR.DS-10,"The confidentiality, integrity, and availability of data-in-use are protected",2,0.0581,No Match
CAND-00327,TSA-109,T3,Establish and implement policies and procedures for data protection measures,CSF2.0,PR.DS-02,"The confidentiality, integrity, and availability of data-in-transit are protected",3,0.0569,No Match
CAND-00328,TSA-110,T3,Segregate and protect pipeline cyber assets from enterprise networks using firewalls,CSF2.0,RC.RP-03,The integrity of backups and other restoration assets is verified before using them for restoration,1,0.0826,Related
CAND-00329,TSA-110,T3,Segregate and protect pipeline cyber assets from enterprise networks using firewalls,CSF2.0,DE.CM-01,Networks and network services are monitored to find potentially adverse events,2,0.0706,No Match
CAND-00330,TSA-110,T3,Segregate and protect pipeline cyber assets from enterprise networks using firewalls,CSF2.0,PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,3,0.0634,No Match
CAND-00331,TSA-111,T3,Regularly validate technical controls comply with cybersecurity policies and report,CSF2.0,GV.RR-03,"Adequate resources are allocated commensurate with the cybersecurity risk strategy, roles, responsibilities, and policies",1,0.0493,No Match
CAND-00332,TSA-111,T3,Regularly validate technical controls comply with cybersecurity policies and report,CSF2.0,GV.SC-01,"A cybersecurity supply chain risk management program, strategy, objectives, policies, and processes are established and agreed to by organizational stakeholders",2,0.0426,No Match
CAND-00333,TSA-111,T3,Regularly validate technical controls comply with cybersecurity policies and report,CSF2.0,GV.PO-01,"Policy for managing cybersecurity risks is established based on organizational context, cybersecurity strategy, and priorities and is communicated and enforced",3,0.0333,No Match
CAND-00334,TSA-112,T3,Implement technical or procedural controls to restrict cyber assets for approved activities,CSF2.0,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,1,0.0618,No Match
CAND-00335,TSA-112,T3,Implement technical or procedural controls to restrict cyber assets for approved activities,CSF2.0,ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",2,0.0478,No Match
CAND-00336,TSA-112,T3,Implement technical or procedural controls to restrict cyber assets for approved activities,CSF2.0,ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",3,0.0475,No Match
CAND-00337,TSA-113,T3,Implement processes to generate alerts and log cybersecurity events for anomalies,CSF2.0,PR.PS-04,Log records are generated and made available for continuous monitoring,1,0.0774,No Match
CAND-00338,TSA-113,T3,Implement processes to generate alerts and log cybersecurity events for anomalies,CSF2.0,GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes",2,0.0646,No Match
CAND-00339,TSA-113,T3,Implement processes to generate alerts and log cybersecurity events for anomalies,CSF2.0,GV.RM-03,Cybersecurity risk management activities and outcomes are included in enterprise risk management processes,3,0.0601,No Match
CAND-00340,TSA-114,T3,Review logs and respond to alerts in timely manner,CSF2.0,RC.CO-04,Public updates on incident recovery are shared using approved methods and messaging,1,0.0,No Match
CAND-00341,TSA-114,T3,Review logs and respond to alerts in timely manner,CSF2.0,RC.CO-03,Recovery activities and progress in restoring operational capabilities are communicated to designated internal and external stakeholders,2,0.0,No Match
CAND-00342,TSA-114,T3,Review logs and respond to alerts in timely manner,CSF2.0,RC.RP-06,"The end of incident recovery is declared based on criteria, and incident-related documentation is completed",3,0.0,No Match
CAND-00343,TSA-115,T3,Monitor for unauthorized access or introduction of malicious code,CSF2.0,PR.IR-01,Networks and environments are protected from unauthorized logical access and usage,1,0.0899,Related
CAND-00344,TSA-115,T3,Monitor for unauthorized access or introduction of malicious code,CSF2.0,PR.PS-05,Installation and execution of unauthorized software are prevented,2,0.058,No Match
CAND-00345,TSA-115,T3,Monitor for unauthorized access or introduction of malicious code,CSF2.0,PR.AA-06,"Physical access to assets is managed, monitored, and enforced commensurate with risk",3,0.0404,No Match
CAND-00346,TSA-116,T3,Conduct cyber vulnerability assessments per risk assessment process,CSF2.0,GV.SC-03,"Cybersecurity supply chain risk management is integrated into cybersecurity and enterprise risk management, risk assessment, and improvement processes",1,0.1625,Related
CAND-00347,TSA-116,T3,Conduct cyber vulnerability assessments per risk assessment process,CSF2.0,ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",2,0.0733,No Match
CAND-00348,TSA-116,T3,Conduct cyber vulnerability assessments per risk assessment process,CSF2.0,GV.RM-02,"Risk appetite and risk tolerance statements are established, communicated, and maintained",3,0.0558,No Match
CAND-00349,TSA-117,T3,Utilize independent assessors to conduct pipeline cyber security assessments,CSF2.0,DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,1,0.0325,No Match
CAND-00350,TSA-117,T3,Utilize independent assessors to conduct pipeline cyber security assessments,CSF2.0,ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,2,0.0298,No Match
CAND-00351,TSA-117,T3,Utilize independent assessors to conduct pipeline cyber security assessments,CSF2.0,ID.IM-02,"Improvements are identified from security tests and exercises, including those done in coordination with suppliers and relevant third parties",3,0.0179,No Match
CAND-00352,TSA-118,T3,Establish technical or procedural controls for cyber intrusion monitoring and detection,CSF2.0,PR.PS-04,Log records are generated and made available for continuous monitoring,1,0.0782,No Match
CAND-00353,TSA-118,T3,Establish technical or procedural controls for cyber intrusion monitoring and detection,CSF2.0,DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,2,0.0322,No Match
CAND-00354,TSA-118,T3,Establish technical or procedural controls for cyber intrusion monitoring and detection,CSF2.0,ID.RA-02,Cyber threat intelligence is received from information sharing forums and sources,3,0.0296,No Match
CAND-00355,TSA-119,T3,Perform regular testing of intrusion and malware detection processes and procedures,CSF2.0,ID.IM-03,"Improvements are identified from execution of operational processes, procedures, and activities",1,0.158,Related
CAND-00356,TSA-119,T3,Perform regular testing of intrusion and malware detection processes and procedures,CSF2.0,PR.AT-01,Personnel are provided with awareness and training so that they possess the knowledge and skills to perform general tasks with cybersecurity risks in mind,2,0.0481,No Match
CAND-00357,TSA-119,T3,Perform regular testing of intrusion and malware detection processes and procedures,CSF2.0,ID.RA-08,"Processes for receiving, analyzing, and responding to vulnerability disclosures are established",3,0.0444,No Match
CAND-00358,TSA-120,T3,"Establish policies and procedures for cybersecurity incident handling, analysis, reporting",CSF2.0,RS.AN-03,Analysis is performed to establish what has taken place during an incident and the root cause of the incident,1,0.1458,Related
CAND-00359,TSA-120,T3,"Establish policies and procedures for cybersecurity incident handling, analysis, reporting",CSF2.0,DE.AE-07,Cyber threat intelligence and other contextual information are integrated into the analysis,2,0.0741,No Match
CAND-00360,TSA-120,T3,"Establish policies and procedures for cybersecurity incident handling, analysis, reporting",CSF2.0,RC.RP-04,Critical mission functions and cybersecurity risk management are considered to establish post-incident operational norms,3,0.0732,No Match
CAND-00361,TSA-121,T3,Assign specific roles/tasks to individuals and teams for incident response,CSF2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,1,0.1839,Partial
CAND-00362,TSA-121,T3,Assign specific roles/tasks to individuals and teams for incident response,CSF2.0,PR.AT-02,Individuals in specialized roles are provided with awareness and training so that they possess the knowledge and skills to perform relevant tasks with cybersecurity risks in mind,2,0.1367,Related
CAND-00363,TSA-121,T3,Assign specific roles/tasks to individuals and teams for incident response,CSF2.0,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,3,0.1305,Related
CAND-00364,TSA-122,T3,Establish and maintain cyber-incident response capability,CSF2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,1,0.2401,Partial
CAND-00365,TSA-122,T3,Establish and maintain cyber-incident response capability,CSF2.0,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,2,0.1704,Related
CAND-00366,TSA-122,T3,Establish and maintain cyber-incident response capability,CSF2.0,ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",3,0.119,Related
CAND-00367,TSA-123,T3,Conduct cybersecurity incident response exercises periodically,CSF2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,1,0.2385,Partial
CAND-00368,TSA-123,T3,Conduct cybersecurity incident response exercises periodically,CSF2.0,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,2,0.1693,Related
CAND-00369,TSA-123,T3,Conduct cybersecurity incident response exercises periodically,CSF2.0,ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",3,0.1414,Related
CAND-00370,TSA-124,T3,Establish and maintain process supporting 24-hour cyber incident response,CSF2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,1,0.2265,Partial
CAND-00371,TSA-124,T3,Establish and maintain process supporting 24-hour cyber incident response,CSF2.0,RS.MA-01,The incident response plan is executed in coordination with relevant third parties once an incident is declared,2,0.1284,Related
CAND-00372,TSA-124,T3,Establish and maintain process supporting 24-hour cyber incident response,CSF2.0,ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",3,0.0897,Related
CAND-00373,TSA-125,T3,Report significant cyber incidents to senior management and applicable ISACs,CSF2.0,RS.MI-01,Incidents are contained,1,0.0851,Related
CAND-00374,TSA-125,T3,Report significant cyber incidents to senior management and applicable ISACs,CSF2.0,RS.MI-02,Incidents are eradicated,2,0.0851,Related
CAND-00375,TSA-125,T3,Report significant cyber incidents to senior management and applicable ISACs,CSF2.0,RS.MA-03,Incidents are categorized and prioritized,3,0.0665,No Match
CAND-00376,TSA-126,T3,Follow notification criteria in Appendix B for cyber incidents,CSF2.0,DE.AE-08,Incidents are declared when adverse events meet the defined incident criteria,1,0.1114,Related
CAND-00377,TSA-126,T3,Follow notification criteria in Appendix B for cyber incidents,CSF2.0,RS.MI-01,Incidents are contained,2,0.1011,Related
CAND-00378,TSA-126,T3,Follow notification criteria in Appendix B for cyber incidents,CSF2.0,RS.MI-02,Incidents are eradicated,3,0.1011,Related
CAND-00379,TSA-127,T3,Ensure response plans include mitigation measures to help prevent further impacts,CSF2.0,ID.IM-04,"Incident response plans and other cybersecurity plans that affect operations are established, communicated, maintained, and improved",1,0.1722,Related
CAND-00380,TSA-127,T3,Ensure response plans include mitigation measures to help prevent further impacts,CSF2.0,GV.SC-10,Cybersecurity supply chain risk management plans include provisions for activities that occur after the conclusion of a partnership or service agreement,2,0.133,Related
CAND-00381,TSA-127,T3,Ensure response plans include mitigation measures to help prevent further impacts,CSF2.0,ID.RA-05,"Threats, vulnerabilities, likelihoods, and impacts are used to understand inherent risk and inform risk response prioritization",3,0.0691,No Match
CAND-00382,TSA-128,T3,Establish plan for recovery and reconstitution of cyber assets within business continuity timeframe,CSF2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,1,0.0674,No Match
CAND-00383,TSA-128,T3,Establish plan for recovery and reconstitution of cyber assets within business continuity timeframe,CSF2.0,RS.MA-05,The criteria for initiating incident recovery are applied,2,0.05,No Match
CAND-00384,TSA-128,T3,Establish plan for recovery and reconstitution of cyber assets within business continuity timeframe,CSF2.0,ID.RA-01,"Vulnerabilities in assets are identified, validated, and recorded",3,0.0461,No Match
CAND-00385,TSA-129,T3,Review organization's cyber recovery plan annually and update as necessary,CSF2.0,RC.RP-01,The recovery portion of the incident response plan is executed once initiated from the incident response process,1,0.0722,No Match
CAND-00386,TSA-129,T3,Review organization's cyber recovery plan annually and update as necessary,CSF2.0,ID.AM-01,Inventories of hardware managed by the organization are maintained,2,0.0572,No Match
CAND-00387,TSA-129,T3,Review organization's cyber recovery plan annually and update as necessary,CSF2.0,RS.MA-05,The criteria for initiating incident recovery are applied,3,0.0536,No Match
CAND-00388,TSA-130,AppB,Notify TSOC via phone at 866-615-5150 or email at TSOC.ST@dhs.gov for security incidents,CSF2.0,RS.MI-01,Incidents are contained,1,0.0604,No Match
CAND-00389,TSA-130,AppB,Notify TSOC via phone at 866-615-5150 or email at TSOC.ST@dhs.gov for security incidents,CSF2.0,RS.MI-02,Incidents are eradicated,2,0.0604,No Match
CAND-00390,TSA-130,AppB,Notify TSOC via phone at 866-615-5150 or email at TSOC.ST@dhs.gov for security incidents,CSF2.0,RS.MA-03,Incidents are categorized and prioritized,3,0.0472,No Match
CAND-00391,TSA-001,2,Develop a corporate security plan as described in Section 3,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,1,0.0676,No Match
CAND-00392,TSA-001,2,Develop a corporate security plan as described in Section 3,SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,2,0.0581,No Match
CAND-00393,TSA-001,2,Develop a corporate security plan as described in Section 3,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",3,0.0567,No Match
CAND-00394,TSA-002,2,"Ensure sufficient resources, to include trained staff and equipment",SP800-53,AC-3,Enforce approved authorizations for logical access to information and system resources.,1,0.0681,No Match
CAND-00395,TSA-002,2,"Ensure sufficient resources, to include trained staff and equipment",SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,2,0.0,No Match
CAND-00396,TSA-002,2,"Ensure sufficient resources, to include trained staff and equipment",SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00397,TSA-003,2,Ensure identified security deficiencies have appropriate financial resources allocated,SP800-53,AC-3,Enforce approved authorizations for logical access to information and system resources.,1,0.0646,No Match
CAND-00398,TSA-003,2,Ensure identified security deficiencies have appropriate financial resources allocated,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,2,0.0603,No Match
CAND-00399,TSA-003,2,Ensure identified security deficiencies have appropriate financial resources allocated,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,3,0.0228,No Match
CAND-00400,TSA-004,2,Assign a qualified primary and alternate staff member to manage the corporate security program,SP800-53,SC-12,Establish and manage cryptographic keys when cryptography is employed within the system.,1,0.0553,No Match
CAND-00401,TSA-004,2,Assign a qualified primary and alternate staff member to manage the corporate security program,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,2,0.044,No Match
CAND-00402,TSA-004,2,Assign a qualified primary and alternate staff member to manage the corporate security program,SP800-53,AC-2,"Define, document, and manage system account types, creation, enabling, modification, disabling, and removal; monitor account use.",3,0.0349,No Match
CAND-00403,TSA-005,2,"Develop and maintain a cyber/SCADA security plan, or incorporate measures in corporate plan",SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,1,0.0855,Related
CAND-00404,TSA-005,2,"Develop and maintain a cyber/SCADA security plan, or incorporate measures in corporate plan",SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,2,0.0736,No Match
CAND-00405,TSA-005,2,"Develop and maintain a cyber/SCADA security plan, or incorporate measures in corporate plan",SP800-53,CM-2,"Develop, document, and maintain a current baseline configuration of the system.",3,0.0617,No Match
CAND-00406,TSA-006,2,Develop and maintain security elements within corporate incident response and recovery plan,SP800-53,IR-8,Develop an incident response plan that provides the organization with a roadmap for implementing its incident response capability.,1,0.2423,Partial
CAND-00407,TSA-006,2,Develop and maintain security elements within corporate incident response and recovery plan,SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",2,0.1994,Partial
CAND-00408,TSA-006,2,Develop and maintain security elements within corporate incident response and recovery plan,SP800-53,IR-6,Require personnel to report suspected incidents to the organizational incident response capability within a defined time period.,3,0.0959,Related
CAND-00409,TSA-007,2,Implement appropriate threat level protective measures upon NTAS receipt,SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",1,0.1071,Related
CAND-00410,TSA-007,2,Implement appropriate threat level protective measures upon NTAS receipt,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,2,0.0258,No Match
CAND-00411,TSA-007,2,Implement appropriate threat level protective measures upon NTAS receipt,SP800-53,CM-6,Establish and document configuration settings using security configuration checklists; implement and monitor for deviations.,3,0.0242,No Match
CAND-00412,TSA-008,2,Notify TSA of security incidents meeting criteria in Appendix B by phone or email,SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,1,0.0989,Related
CAND-00413,TSA-008,2,Notify TSA of security incidents meeting criteria in Appendix B by phone or email,SP800-53,IR-4,"Implement an incident handling capability for security incidents that includes preparation, detection, analysis, containment, eradication, and recovery.",2,0.0792,No Match
CAND-00414,TSA-008,2,Notify TSA of security incidents meeting criteria in Appendix B by phone or email,SP800-53,IR-6,Require personnel to report suspected incidents to the organizational incident response capability within a defined time period.,3,0.0323,No Match
CAND-00415,TSA-009,3.1,Identify the primary and alternate security manager responsible for executing plan,SP800-53,AU-2,Identify the types of events that the system is capable of logging in support of the audit function.,1,0.0408,No Match
CAND-00416,TSA-009,3.1,Identify the primary and alternate security manager responsible for executing plan,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,2,0.0385,No Match
CAND-00417,TSA-009,3.1,Identify the primary and alternate security manager responsible for executing plan,SP800-53,SR-3,Establish a process to identify and address weaknesses or deficiencies in the supply chain elements and processes.,3,0.0378,No Match
CAND-00418,TSA-010,3.1,Document company's security-related policies and procedures,SP800-53,PS-1,"Develop, document, and disseminate a personnel security policy and procedures.",1,0.1019,Related
CAND-00419,TSA-010,3.1,Document company's security-related policies and procedures,SP800-53,PL-1,"Develop, document, and disseminate a security and privacy planning policy and procedures.",2,0.0914,Related
CAND-00420,TSA-010,3.1,Document company's security-related policies and procedures,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,3,0.0834,Related
CAND-00421,TSA-011,3.1,"Reference other company plans, policies and procedures such as insider threat",SP800-53,PL-2,Develop security and privacy plans for the system that are consistent with the organization's enterprise architecture.,1,0.0635,No Match
CAND-00422,TSA-011,3.1,"Reference other company plans, policies and procedures such as insider threat",SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",2,0.0337,No Match
CAND-00423,TSA-011,3.1,"Reference other company plans, policies and procedures such as insider threat",SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",3,0.0318,No Match
CAND-00424,TSA-012,3.1,"Be reviewed on an annual basis, and updated as required based on findings",SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,1,0.0436,No Match
CAND-00425,TSA-012,3.1,"Be reviewed on an annual basis, and updated as required based on findings",SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,2,0.0,No Match
CAND-00426,TSA-012,3.1,"Be reviewed on an annual basis, and updated as required based on findings",SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00427,TSA-013,3.1,Be protected from unauthorized access based on company policy,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.1325,Related
CAND-00428,TSA-013,3.1,Be protected from unauthorized access based on company policy,SP800-53,AT-3,Provide role-based security and privacy training to personnel with assigned security/privacy roles before authorizing access.,2,0.0787,No Match
CAND-00429,TSA-013,3.1,Be protected from unauthorized access based on company policy,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",3,0.0568,No Match
CAND-00430,TSA-014,3.1,Be provided to TSA for review upon request,SP800-53,AU-6,Review and analyze system audit records for indications of inappropriate or unusual activity.,1,0.0478,No Match
CAND-00431,TSA-014,3.1,Be provided to TSA for review upon request,SP800-53,SR-6,Assess and review the supply chain-related risks associated with suppliers or contractors.,2,0.0458,No Match
CAND-00432,TSA-014,3.1,Be provided to TSA for review upon request,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",3,0.0446,No Match
CAND-00433,TSA-015,4.2,"Conduct facility criticality assessments on a periodic basis, not to exceed 18 months",SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,1,0.0483,No Match
CAND-00434,TSA-015,4.2,"Conduct facility criticality assessments on a periodic basis, not to exceed 18 months",SP800-53,PE-6,Monitor physical access to the facility and system to detect and respond to physical security incidents.,2,0.045,No Match
CAND-00435,TSA-015,4.2,"Conduct facility criticality assessments on a periodic basis, not to exceed 18 months",SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",3,0.0242,No Match
CAND-00436,TSA-016,4.2,"Document the methodology used, and retain criticality assessment until no longer valid",SP800-53,RA-1,"Develop, document, and disseminate a risk assessment policy and procedures.",1,0.0821,Related
CAND-00437,TSA-016,4.2,"Document the methodology used, and retain criticality assessment until no longer valid",SP800-53,CA-1,"Develop, document, and disseminate an assessment, authorization, and monitoring policy and procedures.",2,0.0705,No Match
CAND-00438,TSA-016,4.2,"Document the methodology used, and retain criticality assessment until no longer valid",SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,3,0.037,No Match
CAND-00439,TSA-017,4.2,Conduct an SVA for facilities determined to be critical,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0346,No Match
CAND-00440,TSA-017,4.2,Conduct an SVA for facilities determined to be critical,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.0322,No Match
CAND-00441,TSA-017,4.2,Conduct an SVA for facilities determined to be critical,SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",3,0.0296,No Match
CAND-00442,TSA-018,4.2,Maintain and secure the company's list of critical facilities,SP800-53,CM-2,"Develop, document, and maintain a current baseline configuration of the system.",1,0.0559,No Match
CAND-00443,TSA-018,4.2,Maintain and secure the company's list of critical facilities,SP800-53,PE-3,Enforce physical access authorizations at defined entry/exit points; maintain physical access audit logs.,2,0.0313,No Match
CAND-00444,TSA-018,4.2,Maintain and secure the company's list of critical facilities,SP800-53,SR-1,"Develop, document, and disseminate a supply chain risk management policy and procedures.",3,0.0,No Match
CAND-00445,TSA-019,4.3,"Conduct an SVA on a periodic basis, not to exceed 36 months",SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0286,No Match
CAND-00446,TSA-019,4.3,"Conduct an SVA on a periodic basis, not to exceed 36 months",SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.0266,No Match
CAND-00447,TSA-019,4.3,"Conduct an SVA on a periodic basis, not to exceed 36 months",SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",3,0.0244,No Match
CAND-00448,TSA-020,4.3,Conduct SVA within 12 months after completion of significant enhancement,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0279,No Match
CAND-00449,TSA-020,4.3,Conduct SVA within 12 months after completion of significant enhancement,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.026,No Match
CAND-00450,TSA-020,4.3,Conduct SVA within 12 months after completion of significant enhancement,SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",3,0.0238,No Match
CAND-00451,TSA-021,4.3,Conduct SVA for newly identified or constructed critical facilities within 12 months,SP800-53,RA-3,"Conduct a risk assessment, including the likelihood and magnitude of harm from unauthorized access or use.",1,0.0248,No Match
CAND-00452,TSA-021,4.3,Conduct SVA for newly identified or constructed critical facilities within 12 months,SP800-53,PS-4,"Upon termination of individual employment, disable system access, terminate credentials, and conduct exit interviews.",2,0.0231,No Match
CAND-00453,TSA-021,4.3,Conduct SVA for newly identified or constructed critical facilities within 12 months,SP800-53,CP-9,"Conduct backups of user-level and system-level information and system documentation, protecting confidentiality, integrity, and availability.",3,0.0212,No Match
CAND-00454,TSA-022,4.3,Document findings from each assessment and retain until no longer valid,SP800-53,RA-1,"Develop, document, and disseminate a risk assessment policy and procedures.",1,0.0977,Related
CAND-00455,TSA-022,4.3,Document findings from each assessment and retain until no longer valid,SP800-53,CA-1,"Develop, document, and disseminate an assessment, authorization, and monitoring policy and procedures.",2,0.0839,Related
CAND-00456,TSA-022,4.3,Document findings from each assessment and retain until no longer valid,SP800-53,CA-2,Select and develop a control assessment plan; assess controls to determine effectiveness.,3,0.044,No Match
CAND-00457,TSA-023,4.3,Implement appropriate SVA findings in timely fashion but no later than 24 months,SP800-53,CA-7,Develop a continuous monitoring strategy and implement a program including ongoing control assessments.,1,0.0245,No Match
CAND-00458,TSA-023,4.3,Implement appropriate SVA findings in timely fashion but no later than 24 months,SP800-53,CM-6,Establish and document configuration settings using security configuration checklists; implement and monitor for deviations.,2,0.023,No Match
CAND-00459,TSA-023,4.3,Implement appropriate SVA findings in timely fashion but no later than 24 months,SP800-53,IR-4,"Implement an incident handling capability for security incidents that includes preparation, detection, analysis, containment, eradication, and recovery.",3,0.0212,No Match
CAND-00460,TSA-024,4.3,Document assessment methodology and make available for TSA review upon request,SP800-53,RA-1,"Develop, document, and disseminate a risk assessment policy and procedures.",1,0.0841,Related
CAND-00461,TSA-024,4.3,Document assessment methodology and make available for TSA review upon request,SP800-53,CA-1,"Develop, document, and disseminate an assessment, authorization, and monitoring policy and procedures.",2,0.0723,No Match
CAND-00462,TSA-024,4.3,Document assessment methodology and make available for TSA review upon request,SP800-53,AC-1,"Develop, document, and disseminate an access control policy and procedures; review and update periodically and following defined events.",3,0.0485,No Match
CAND-00463,TSA-025,5.2,Develop a written policy and procedure to identify critical facilities,SP800-53,MA-1,"Develop, document, and disseminate a system maintenance policy and procedures.",1,0.0754,No Match
CAND-00464,TSA-025,5.2,Develop a written policy and procedure to identify critical facilities,SP800-53,IR-1,"Develop, document, and disseminate an incident response policy and procedures.",2,0.071,No Match
